consent1,consentsurvey1,participant,ideology,ideologynumber,pid3,party3,pid3_4_text,repstrong,demstrong,lean,party5,party7,partydiffs,partiesdiff,engagefactors_1,family,engagefactors_2,friends,engagefactors_3,school,engagefactors_4,newsmedia,engagefactors_5,religion,engagefactors_6,other,engagefactors_6_text,issueimpact_1,issueimpact_2,issueimpact_3,issueimpact_4,issueimpact_5,issueimpact_6,issueimpact_7,participationacts_1,participationacts_2,participationacts_3,participationacts_4,participationacts_5,participationacts_6,participationacts_7,participationacts_8,participationacts_9,participationacts_10,participationacts_11,participationacts_11_text,polquals_1,polquals_2,polquals_3,polquals_4,polquals_5,polquals_6,polquals_7,polquals_8,polquals_8_text,trumpthreat,issueprogress_1,issueprogress_2,issueprogress_3,issueprogress_4,issueprogress_5,issueprogress_6,issueprogress_7,issueprogress_8,issueprogress_9,willvote,hillaryinspire,womeninspire,womeninpolitics_1,womeninpolitics_2,womeninpolitics_3,womeninpolitics_4,womeninpolitics_5,womeninpolitics_6,womeninpolitics_7,womeninpolitics_8,gender,gender_3_text,race,race_6_text,consent,runoffice,seerunning,joblocal,jobregional,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q24_7,q24_8,q24_9,q24_10,politicshome_1,politicshome_2,politicshome_3,politicshome_4,politicshome_5,politicshome_6,politicshome_7,politicshome_8,encourageenviron_1,encourageenviron_2,encourageenviron_3,encourageenviron_4,encourageenviron_5,encourageenviron_6,encourageenviron_7,encourageenviron_8,encourageenviron_9,encourageenviron_10,encourageenviron_11,encouraged_1,encouraged_2,encouraged_3,encouraged_4,encouraged_5,encouraged_6,encouraged_7,encouraged_8,encouragedoffice_1,encouragedoffice_2,encouragedoffice_3,encouragedoffice_4,encouragedoffice_5,encouragedoffice_6,encouragedoffice_7,encouragedoffice_8,q26,q13_1,q13_2,q13_3,q13_4,q13_5,q13_6,q13_7,q13_8,q13_9,q13_10,q16_1,q16_2,q16_3,q16_4,q16_5,q16_6,q16_7,q27_1,q27_2,q27_3,q27_4,q27_5,q28,q29,_merge
,,ABT1124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,"No, I'd never run.",Business owner,Business Executive,,,,,,,,Scientist,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,,,,,,,,Friend,,,,,,,,Friend,No,Important,Important,Important,Very important,Important,Important,Important,Slightly important,Slightly important,Very important,,I am smart.,I am confident.,I am cooperative.,I am competitive.,I am ambitious.,I am assertive.,I am generally pretty good at most things I do.,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,I am a good writer.,,I neither agree or disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,ABT1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",It has crossed my mind.,Maybe.,Business owner,Lawyer,President,,,,,,Business Owner,,,Lawyer,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,,,,Sibling,,,,Friend,Parent,,,Sibling,,,,,Yes,Slightly important,Slightly important,Very important,Very important,Important,Very important,Important,Slightly important,Important,Important,I am friendly.,I am smart.,I am confident.,I am cooperative.,I am competitive.,,,I am generally pretty good at most things I do.,I am usually willing to try new things.,,,I am good at speaking in front of people.,I neither agree or disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,ABTI011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",It has crossed my mind.,Maybe.,Teacher,Lawyer,,,,Teacher,Nurse,Secretary,,Scientist,Doctor,Lawyer,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,Friend,,,,,,,,Friend,Maybe,Important,Important,Important,Very important,Very important,Important,Important,Slightly important,Important,Very important,I am friendly.,I am smart.,,,I am competitive.,,,,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,,,I neither agree or disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,BMT1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Never thought about it.,"No, I'd never run.",Teacher,Business Executive,,,,,,,,Scientist,Doctor,,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,Maybe,Slightly important,Slightly important,Important,Important,Slightly important,Important,Important,Not important at all,Not important at all,Slightly important,,I am smart.,,,,I am ambitious.,,I am generally pretty good at most things I do.,I am usually willing to try new things.,,,,I neither agree or disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,BMT1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,Maybe.,Salesperson,Business Executive,,,,,Nurse,,Business Owner,,Doctor,Lawyer,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Parent,,Aunt/Uncle,Sibling,Teacher,Coach,,Friend,,,,,Teacher,Coach,,Friend,Maybe,Very important,Very important,Very important,Very important,Very important,Slightly important,Important,Very important,Important,Very important,I am friendly.,,I am confident.,I am cooperative.,,,I am assertive.,I am generally pretty good at most things I do.,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,,,I neither agree or disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,BMT1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",It has crossed my mind.,"No, I'd never run.",Teacher,Business Executive,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,,,,Sibling,Teacher,,,Friend,,,,,,,,,No,Important,Important,Very important,Very important,Important,Very important,Very important,Slightly important,Not important at all,Very important,,I am smart.,I am confident.,I am cooperative.,I am competitive.,,I am assertive.,I am generally pretty good at most things I do.,,I often have new ideas about things I want to do in life.,I am a good writer.,,I neither agree or disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,BMT1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",It has crossed my mind.,Maybe.,Teacher,Principal,President,,,Teacher,,,Business Owner,Scientist,Doctor,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Yes,Slightly important,Slightly important,Very important,Very important,Slightly important,Important,Important,Slightly important,Slightly important,Important,I am friendly.,,,I am cooperative.,,,I am assertive.,I am generally pretty good at most things I do.,I am usually willing to try new things.,,,,I disagree with this statement.,I disagree with this statement.,using only (2)
,,BMT1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,"No, I'd never run.",Business owner,Lawyer,,,,,,,Business Owner,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,Friend,,,,,,,,,No,Slightly important,Important,Important,Important,Slightly important,Important,Slightly important,Not important at all,Not important at all,Slightly important,,I am smart.,,,,,,I am generally pretty good at most things I do.,,,,,I neither agree or disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,BMT1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",It has crossed my mind.,"No, I'd never run.",Teacher,Principal,President,Member of Congress,,Teacher,Nurse,,Business Owner,,,Lawyer,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Parent,,,Sibling,,,,Friend,,,,,,,,,Maybe,Not important at all,Slightly important,Important,Very important,Important,Important,Important,Not important at all,Not important at all,Very important,I am friendly.,I am smart.,I am confident.,I am cooperative.,I am competitive.,I am ambitious.,I am assertive.,,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,,,I disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,BMT1023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,Maybe.,Business owner,Business Executive,,,,,,,Business Owner,,,,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,,,,,Teacher,,,,,,,Sibling,,,,,Maybe,Not important at all,Not important at all,Very important,Very important,Important,Very important,Slightly important,Slightly important,Important,Important,I am friendly.,,,,,,,,I am usually willing to try new things.,,,,I disagree with this statement.,I disagree with this statement.,using only (2)
,,BMT1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",It has crossed my mind.,Maybe.,Mayor,Member of Congress,,,,,Nurse,Secretary,Business Owner,,Doctor,,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,Friend,Parent,,,,,,,,Maybe,Important,Very important,Very important,Very important,Important,Very important,Slightly important,Slightly important,Slightly important,Important,I am friendly.,,,I am cooperative.,I am competitive.,,,,I am usually willing to try new things.,,,I am good at speaking in front of people.,I neither agree or disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,BMT1057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,Maybe.,Salesperson,Business Executive,,,Mayor of City or Town,,Nurse,,Business Owner,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Parent,,,,Teacher,,,Friend,Parent,,,Sibling,Teacher,,,Friend,Yes,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Slightly important,Slightly important,Important,I am friendly.,I am smart.,,,I am competitive.,I am ambitious.,,,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,I am a good writer.,I am good at speaking in front of people.,I agree with this statement.,I agree with this statement.,using only (2)
,,BMT1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,Maybe.,Mayor,Member of Congress,,Member of Congress,Mayor of City or Town,,Nurse,,,,Doctor,,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,Maybe,Very important,Very important,Important,Very important,Important,Very important,Important,Slightly important,Slightly important,Very important,I am friendly.,I am smart.,I am confident.,I am cooperative.,I am competitive.,I am ambitious.,I am assertive.,I am generally pretty good at most things I do.,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,,I am good at speaking in front of people.,I neither agree or disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,BMT1085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,Maybe.,Business owner,Business Executive,President,,,,,,Business Owner,,,Lawyer,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,,,,,,,,,,,,,Teacher,Coach,,,No,Slightly important,Very important,Very important,Very important,Slightly important,Very important,Slightly important,Important,Slightly important,Very important,I am friendly.,I am smart.,,,I am competitive.,I am ambitious.,,,I am usually willing to try new things.,,,,I disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,BMT1092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,Maybe.,Teacher,Lawyer,,,,,Nurse,,,,,,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,Sibling,,,,,,,,,,,,Friend,Maybe,Not important at all,Important,Very important,Very important,Slightly important,Very important,Very important,Slightly important,Not important at all,Very important,I am friendly.,,,I am cooperative.,,,,I am generally pretty good at most things I do.,,,,,I disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,BMT1133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",It has crossed my mind.,Maybe.,Salesperson,Lawyer,,,,,,,Business Owner,,,Lawyer,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Parent,Grandparent,,,,,,Friend,Parent,Grandparent,,,,,,,Maybe,Very important,Very important,Important,Very important,Slightly important,Very important,Slightly important,Slightly important,Slightly important,Important,I am friendly.,I am smart.,I am confident.,I am cooperative.,I am competitive.,,I am assertive.,I am generally pretty good at most things I do.,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,,,I neither agree or disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,BMT1337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,"No, I'd never run.",Business owner,Business Executive,,,,,,,Business Owner,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,Teacher,,,,,,,,Teacher,,,,Maybe,Not important at all,Not important at all,Slightly important,Slightly important,Not important at all,Important,Slightly important,Very important,Not important at all,Not important at all,,,I am confident.,,,,,,I am usually willing to try new things.,,,,I neither agree or disagree with this statement.,I agree with this statement.,using only (2)
,,BMT2154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,Maybe.,Business owner,Lawyer,President,,,,,,Business Owner,,Doctor,Lawyer,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Parent,Grandparent,,,Teacher,,,Friend,Parent,Grandparent,,,Teacher,,,Friend,Maybe,Very important,Slightly important,Important,Very important,Important,Very important,Important,Slightly important,Slightly important,Important,I am friendly.,I am smart.,I am confident.,I am cooperative.,,,,I am generally pretty good at most things I do.,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,,,I neither agree or disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,C1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",I have thought about it many times.,"Yes, definitely.",Business owner,Business Executive,,Member of Congress,,,,,Business Owner,,,Lawyer,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Parent,,,,,,,Friend,Parent,,,Sibling,Teacher,,Religious Leader,Friend,Yes,Important,Slightly important,Very important,Very important,Important,Very important,Very important,Not important at all,Slightly important,Very important,I am friendly.,I am smart.,I am confident.,I am cooperative.,,I am ambitious.,I am assertive.,I am generally pretty good at most things I do.,I am usually willing to try new things.,,I am a good writer.,,I neither agree or disagree with this statement.,I agree with this statement.,using only (2)
,,CA0125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",It has crossed my mind.,Maybe.,Teacher,Principal,President,,,Teacher,Nurse,,Business Owner,,Doctor,Lawyer,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,,,Aunt/Uncle,Sibling,Teacher,,,Friend,,,,,,,,,No,Slightly important,Slightly important,Important,Very important,Very important,Very important,Important,Not important at all,Slightly important,Very important,I am friendly.,I am smart.,I am confident.,I am cooperative.,I am competitive.,I am ambitious.,I am assertive.,,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,,I am good at speaking in front of people.,I disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,GHS0604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",It has crossed my mind.,Maybe.,Mayor,Principal,,,Mayor of City or Town,Teacher,,,Business Owner,,,,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Parent,,,Sibling,Teacher,,,Friend,Parent,,,,,,,Friend,No,Important,Not important at all,Not important at all,Slightly important,Very important,Slightly important,Very important,Not important at all,Not important at all,Slightly important,I am friendly.,,I am confident.,I am cooperative.,,I am ambitious.,I am assertive.,,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,I am a good writer.,I am good at speaking in front of people.,I disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,GHS1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,"No, I'd never run.",Business owner,Business Executive,,,,,Nurse,,,Scientist,Doctor,,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Parent,,,,,,,Friend,,,,,,,,,Maybe,Slightly important,Slightly important,Important,Very important,Slightly important,Very important,Very important,Not important at all,Not important at all,Very important,I am friendly.,I am smart.,I am confident.,I am cooperative.,I am competitive.,I am ambitious.,I am assertive.,I am generally pretty good at most things I do.,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,,,I disagree with this statement.,I agree with this statement.,using only (2)
,,GHS1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,"No, I'd never run.",Teacher,Principal,,,,Teacher,Nurse,,,Scientist,Doctor,,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Maybe,Slightly important,Slightly important,Slightly important,Important,Slightly important,Slightly important,Slightly important,Not important at all,Not important at all,Important,I am friendly.,,I am confident.,I am cooperative.,I am competitive.,I am ambitious.,,I am generally pretty good at most things I do.,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,,,I neither agree or disagree with this statement.,I disagree with this statement.,using only (2)
,,GHS1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",It has crossed my mind.,"No, I'd never run.",Business owner,Business Executive,,,,Teacher,,,Business Owner,Scientist,,,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,Maybe,Important,Slightly important,Very important,Very important,Slightly important,Very important,Important,Not important at all,Not important at all,Important,I am friendly.,I am smart.,I am confident.,I am cooperative.,I am competitive.,I am ambitious.,,I am generally pretty good at most things I do.,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,,,I neither agree or disagree with this statement.,I neither agree or disagree with this statement.,using only (2)
,,GHS1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I consent, begin the study",Never thought about it.,"No, I'd never run.",Business owner,Business Executive,,,Mayor of City or Town,Teacher,,,Business Owner,,,,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Parent,Grandparent,,,,,,Friend,,Grandparent,,,,,,,No,Very important,Very important,Important,Important,Important,Very important,Important,Not important at all,Not important at all,Very important,I am friendly.,I am smart.,I am confident.,I am cooperative.,I am competitive.,I am ambitious.,,I am generally pretty good at most things I do.,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,I am a good writer.,,I disagree with this statement.,I agree with this statement.,using only (2)
